Discipline,Titel,Beschrijving,Publicatiedatum,Publicatietijd
brandweer,p 2 bon-01 oms brandmelding thornspic blok a thornspic doornspijk 061641,Automatisch brandalarm op Thornspic in Doornspijk,2024-02-01,02:15:46
brandweer,contact caco aub,Geen beschrijving beschikbaar,2024-02-01,02:10:59
brandweer,p 2 bad-01 brandgerucht betreft: oms dome parkeergarage de passage amsterdam 134131,Geen beschrijving beschikbaar,2024-02-01,02:10:54
brandweer,p 3 contact mkb td world port center wilhelminakade rotterdam 179291,Geen beschrijving beschikbaar,2024-02-01,02:06:18
brandweer,p 1 bnh-04 reanimatie afhijsen dorpsstraat assendetft 118051,Geen beschrijving beschikbaar,2024-02-01,02:06:05
brandweer,p 1 bnh-04 reanimatie afhijsen dorpsstraat assendelft 118051,Assistentie bij reanimatie op Dorpsstraat in Assendelft,2024-02-01,02:06:05
brandweer,p 1 bnh-03 grote br br woning breestraat koog aan de zaan 106521 110881 118033,Brandweer met spoed voor woningbrand grote brand,2024-02-01,02:04:37
brandweer,p 1 bnh-03 middel br br woning breestraat koog aan de zaan 110203,"De woningbrand, die met spoed voor woningbrand middelbrand",2024-02-01,01:55:33
brandweer,p 2 bmd-01 br buiten rotholm urk 256531,Geen beschrijving beschikbaar,2024-02-01,01:46:22
brandweer,p 2 bob-02 ass. ambu tilassistentie waterfront eindhoven 222431,Assistentie ambulance op Waterfront in Eindhoven,2024-02-01,01:45:03
brandweer,p 1 bnh-03 br gebouw breestraat koog aan de zaan 118052 110292 118035 118034,Brandweer met spoed voor Gebouwbrand,2024-02-01,01:44:24
brandweer,p 2 brt-04 oms brandmelding algemeen ijsselland ziekenhuis prins constantijnwe capelle aan den ijssel 171131,Automatisch brandalarm in Capelle Aan Den Ijssel,2024-02-01,01:44:13
brandweer,p 1 bob-01 reanimatie sonseweg eindhoven 222331,Assistentie bij reanimatie op Sonseweg in Eindhoven,2024-02-01,01:39:01
politie,graag contact meldkamer politie -gms 236,Politie,2024-02-01,02:32:35
politie,svp contact mka nog,Politie  voor contact met de meldkamer opnemen,2024-02-01,02:19:33
trauma,a1 ambu 17902 godschalkstraatra rotterdam rottdm bon 16589,Traumaheli naar Godschalkstraat in Rotterdam,2024-02-01,02:15:14
trauma,a1 ambu 17992 godschalkstraatra rotterdam rottdm bon 16589,Traumaheli naar Godschalkstraat in Rotterdam,2024-02-01,02:12:39
trauma,a1 sonseweg eindhoven mka bzo 22 08993,Traumaheli naar Sonseweg in Eindhoven,2024-02-01,01:42:41
brandweer,p 2 bnh-01 herbezet./kazerneren kazerne zaandam prins bernardplein prins bernhardplein zaandam 118032,Brandweer met gepaste spoed naar Prins Bernhardplein in Zaandam,2024-02-01,03:04:03
brandweer,p 2 blb-01 brandgerucht canon sint urbanusweg venlo 233269,Brandgerucht op Sint Urbanusweg in Venlo,2024-02-01,03:00:22
brandweer,p 2 blb-01 brandgerucht canon sint urbanusweg venlo 233231,Brandgerucht op Sint Urbanusweg in Venlo,2024-02-01,02:57:01
brandweer,p 1 bnh-03 zeer gr. br br woning gw 1500 breestraat koog aan de zaan 110664 110587,Brandweer met spoed voor woningbrand zeer grote brand,2024-02-01,02:55:39
brandweer,p 2 bnh-03 zeer gr. br br woning ovd-bz breestraat koog aan de zaan 110887 110586,Brandweer met gepaste spoed voor woningbrand zeer grote brand,2024-02-01,02:52:48
brandweer,prio 4 shell bospoort a4 re leiddp eigen initiatief,Brandweer naar A4,2024-02-01,02:51:46
brandweer,contact caco of ovd-bz aub,Brandweer,2024-02-01,02:48:50
brandweer,p 1 bdh-03 oms brandmelding gamma oude middenweg 's-gravenhage 157430,Automatisch brandalarm op Oude Middenweg in Den Haag,2024-02-01,02:40:54
brandweer,graag telefonisch contact mkb,Geen beschrijving beschikbaar,2024-02-01,02:38:48
politie,graag contact oc lelystad.,Politie naar Lelystad,2024-02-01,03:11:50
politie,graag contact oc lelystad.,Politie naar Lelystad,2024-02-01,03:04:35
politie,graag contact arrestantencomplex nijmegen.,Politie naar Nijmegen,2024-02-01,02:41:39
trauma,a1 ambu 17902 bliekxc hellevoetsluis hellvs bon 16595,Traumaheli naar Bliek in Hellevoetsluis,2024-02-01,02:39:44
brandweer,prio 1 contact met voorlichter van dienst htoc,Brandweer met spoed,2024-02-01,03:26:29
brandweer,p 2 intrekken alarm brw oms handmelder tmz meulenhof sportlaan tubbergen,Automatisch brandalarm (handmelder) op Sportlaan in Tubbergen,2024-02-01,03:21:41
brandweer,p 2 bon-01 oms handmelder tmz meulenhof sportlaan tubbergen 052431,Automatisch brandalarm (handmelder) op Sportlaan in Tubbergen,2024-02-01,03:19:57
politie,"rond 03.00 is er een explosie geweest op de klimtstraat in almere. geen gewonden, politie doet onderzoek.",Politie naar Klimtstraat in Almere,2024-02-01,03:28:54
politie,svp contact zcc arnhem,Politie naar Arnhem,2024-02-01,03:28:01
brandweer,p 1 zeer gr. br br woning breestraat koog aan de zaan tbo telefonisch contact meldkamer.,Brandweer met spoed voor woningbrand zeer grote brand,2024-02-01,03:38:39
brandweer,p 2 bnn-01 br container breuningslaan wolvega 026732,Buitenbrand (container) op Breuningslaan in Wolvega,2024-02-01,03:36:31
brandweer,p 1 brt-01 voertuig te water auto parallelweg sliedrecht 189493 186810 186611 187032,Voertuig te water op Parallelweg in Sliedrecht,2024-02-01,03:33:28
politie,graag contact oc apeldoorn gms263,Politie naar Apeldoorn,2024-02-01,03:32:37
brandweer,p 2 bdh-02 br afval haagse milieu services uitenhagestraat 's-gravenhage 157830,Afvalbrand op Uitenhagestraat in Den Haag,2024-02-01,04:16:54
brandweer,p 2 bnh-03 zeer gr. br br woning td breestraat koog aan de zaan 110882,Brandweer met gepaste spoed voor woningbrand zeer grote brand,2024-02-01,04:15:01
brandweer,verzoek contact meldkamer politie noord-holland,Brandweer,2024-02-01,04:42:18
brandweer,p 1 bdh-02 oms brandmelding ipse de bruggen craeyenburch brasserskade nootdorp 157430,Automatisch brandalarm op Brasserskade in Nootdorp,2024-02-01,04:51:09
brandweer,graag telefonisch contact mkb,Brandweer,2024-02-01,04:46:01
brandweer,p 1 bon-01 br wegvervoer vrachtauto edisonstraat tiel 088531,Voertuigbrand op Edisonstraat in Tiel,2024-02-01,05:15:56
brandweer,p 2 bnh-20 liftopsluiting hangar 11 westerkimweg schiphol 129230,Brandweer met gepaste spoed voor Assistentie bij liftopsluiting,2024-02-01,05:05:03
politie,ongeval/wegvervoer/voertuig te water prio 1 houwerzijl hoofdstraat,Voertuig te water op Hoofdstraat in Houwerzijl,2024-02-01,05:07:12
trauma,a1 ovdg leeuwarden,Traumaheli naar Leeuwarden,2024-02-01,05:19:59
brandweer,p 2 bzb-01 liftopsluiting ns lage zwaluwe westelijke parallelweg zevenbergschen hoek 205431,Assistentie bij liftopsluiting op Westelijke Parallelweg in Zevenbergschen Hoek,2024-02-01,05:54:00
brandweer,p 2 liftopsluiting coltbaan nieuwegein 092831,Assistentie bij liftopsluiting op Coltbaan in Nieuwegein,2024-02-01,06:13:01
politie,ongeval wegvervoer letsel rensewegrg de mortel,Politie naar Renseweg in De Mortel voor ongeval met letsel,2024-02-01,06:21:44
trauma,a1 piet heinlaan son en breugel mka bzo 22,Traumaheli naar Piet Heinlaan in Son En Breugel,2024-02-01,06:23:31
brandweer,p 1 bzb-01 ass. ambu tilassistentie berkenstraat oost-souburg 194432,Geen beschrijving beschikbaar,2024-02-01,06:36:43
brandweer,p 1 bon-01 reanimatie hofplein beusichem 087181 089095,Assistentie bij reanimatie op Hofplein in Beusichem,2024-02-01,06:30:57
brandweer,p 1 bzb-01 ass. ambu berkenstraat oost-souburg 194533,Brandweer met spoed naar Berkenstraat in Oost-Souburg,2024-02-01,06:47:44
brandweer,p 1 bdh-01 stank/hind. lucht gaslucht binnen cederplein leimuiden 169291 162032,Gaslucht op Cederplein in Leimuiden,2024-02-01,06:51:56
politie,aanrijding letsel rijksweg noord sittard,Politie naar Rijksweg Noord in Sittard voor ongeval met letsel,2024-02-01,06:53:16
politie,graag contact oc apeldoorn gms 384,Politie naar Apeldoorn,2024-02-01,06:53:03
politie,aanrijding letsel rijksweg zuid sittard,Politie naar Rijksweg Zuid in Sittard voor ongeval met letsel,2024-02-01,06:52:10
politie,bel oc 26671,Politie,2024-02-01,06:51:40
brandweer,"prio 4 a4 li 35,5 leiden ongeval wegvervoer materieel",Brandweer naar A4 in Leiden voor Ongeval Wegvervoer Materieel,2024-02-01,07:10:58
brandweer,p 1 brt-01 stank/hind. lucht gaslucht salem vlietlaan ridderkerk 173831 179194,Geen beschrijving beschikbaar,2024-02-01,07:08:06
brandweer,173831 179194,Geen beschrijving beschikbaar,2024-02-01,07:08:06
brandweer,p 1 brt-01 stank/hind. lucht gaslucht salem vlietlaan ridderkerk,Gaslucht op Vlietlaan in Ridderkerk,2024-02-01,07:08:06
brandweer,p 1 brt-01 stank/hind. lucht gaslucht salem vlietlaan ridderkerk 173831 179194,Gaslucht op Vlietlaan in Ridderkerk,2024-02-01,07:08:06
brandweer,p 2 bob-01 dienstverlening m%vhng cypresstraat 's-hertogenbosch 212031,Brandweer met gepaste spoed naar Cypresstraat in Den Bosch,2024-02-01,07:04:16
brandweer,p 2 bob-01 dienstverlening meting cypresstraat 's-hertogenbosch 212031,Brandweer met gepaste spoed naar Cypresstraat in Den Bosch,2024-02-01,07:04:16
politie,prio 1 segbroeklaan rode kruislaan sgravh ongeval wegvervoer letsel,Ongeval met letsel op Segbroeklaan in Den Haag,2024-02-01,07:24:29
brandweer,p 1 bdh-02 reanimatie segbroeklaan rode kruislaan 's-gravenhage 159662 157109,Assistentie bij reanimatie op Segbroeklaan in Den Haag,2024-02-01,07:24:05
politie,aanrijding letsel oostelijke rondweg oostendorperstraatweg elburg 78418,Politie naar Oostelijke Rondweg in Elburg voor ongeval met letsel,2024-02-01,07:32:24
politie,gaarne contact oc apeldoorn gms 387,Politie naar Apeldoorn,2024-02-01,07:30:16
politie,"1 ongeval wegvervoer letsel a15 li - vaanplein 57,3 barendrecht icnum 60752",Politie naar A15 in Barendrecht voor ongeval met letsel,2024-02-01,07:27:35
politie,"1 ongeval wegvervoer letsel a15 li - vaanplein 57,3 barendrecht icnum 60750",Politie naar A15 in Barendrecht voor ongeval met letsel,2024-02-01,07:27:35
trauma,a1 ambu 17992 segbroeklaan 's-gravenhage sgravh bon 16630,Traumaheli naar Segbroeklaan in Den Haag,2024-02-01,07:23:42
brandweer,gaarne telcontact mkb. bdh-01 stank/hind. lucht gaslucht binnen cederplein leimuiden,Brandweer naar Cederplein in Leimuiden voor Gaslucht,2024-02-01,07:42:46
brandweer,"p 1 40579 letsel a58 re 147,0 goes",Ongeval met letsel op A58 in Goes,2024-02-01,07:42:08
brandweer,p 2 bad-01 brandgerucht betreft: oms de voorgevel de passage amsterdam 134131,Brandgerucht op De passage in Amsterdam,2024-02-01,07:38:44
politie,prio 1 oosteinde voorb ongeval wegvervoer letsel,Ongeval met letsel op Oosteinde in Voorburg,2024-02-01,07:42:27
politie,aanrijding letsel de staart rondweg houten,Politie naar De Staart in Houten voor ongeval met letsel,2024-02-01,07:40:42
brandweer,p 2 bnh-01 ongeval gaslekkage buiten oostzijde zaandam 110292 118034,Gaslek op Oostzijde in Zaandam,2024-02-01,07:52:59
brandweer,"p 1 bzb-01 hv weg letsel a58 li 147,0 goes 194995 194734 194330",Ongeval met letsel op A58 in Goes,2024-02-01,07:52:10
brandweer,p 2 blb-01 br buiten obbichterweg born 244331,Buitenbrand op Obbichterweg in Born,2024-02-01,07:48:43
brandweer,p 1 bon-01 reanimatie koningsweg geldermalsen 086281 089094,Assistentie bij reanimatie op Koningsweg in Geldermalsen,2024-02-01,07:47:39
brandweer,"prio 2 a4 li 52,3 rijszh ongeval wegvervoer materieel",Ongeval wegvervoer materieel op A4 in Rijswijk,2024-02-01,07:46:29
politie,aanrijding letsel doetinchemseweg westendorp 78441,Politie naar Doetinchemseweg in Westendorp voor ongeval met letsel,2024-02-01,07:51:14
brandweer,p 1 bnn-02 stank/hind. lucht gaslucht binnen obs de westhoek schoolstraat 2e exloermond 038693 038541,Brandweer met spoed voor Gaslucht,2024-02-01,08:12:26
brandweer,p 1 bad-02 ass. ambu deur openen meeuwenplein amsterdam 133131,Brandweer met spoed naar Meeuwenplein in Amsterdam,2024-02-01,08:07:05
brandweer,p 1 intrekken alarm brw oms brandmelding ctp veldzicht bedrijfsnummer 301 ommerweg balkbrug,Automatisch brandalarm op Ommerweg in Balkbrug,2024-02-01,08:03:39
brandweer,p 1 bon-02 oms brandmelding ctp veldzicht bedrijfsnummer 301 ommerweg balkbrug 042335,Automatisch brandalarm op Ommerweg in Balkbrug,2024-02-01,08:02:26
brandweer,rijnmond.,Brandweer,2024-02-01,08:00:17
brandweer,test: proefalarm ochtend brandweer veiligheidsregio rotterdam,Proefalarm in Rotterdam,2024-02-01,08:00:15
brandweer,ochtend brandweer veiligheidsregio rotterdam rijnmond.,Brandweer naar Rotterdam,2024-02-01,08:00:13
brandweer,oefalarm ochtend brandweer veiligheidsregio rotterdam rijnmond.,Brandweer met spoed naar Rotterdam,2024-02-01,08:00:12
brandweer,test: proefalarm,Brandweer met spoed  test/oefening,2024-02-01,08:00:12
brandweer,test: pr,Brandweer   test/oefening,2024-02-01,08:00:10
brandweer,test: proefalarm ochtend brandweer veiligheidsregio rotterdam rijnmond.,Proefalarm in Rotterdam,2024-02-01,08:00:07
brandweer,p 2 bnn-01 ass. ambu tilassistentie de barrage buitenpost 024531,Assistentie ambulance op De Barrage in Buitenpost,2024-02-01,07:58:37
politie,prio 1 nieuwersluisstraat leyweg sgravh ongeval wegvervoer letsel,Ongeval met letsel op Nieuwersluisstraat in Den Haag,2024-02-01,08:04:18
politie,ongeval wegvervoer letsel grote bleek maarheeze,Politie naar Grote Bleek in Maarheeze voor ongeval met letsel,2024-02-01,07:58:40
brandweer,p 1 bdh-02 stank/hind. lucht gaslucht buiten mfg de drie maenen abelenlaan ouderkerk aan den ijssel 169195 163630,Gaslucht op Abelenlaan in Ouderkerk Aan Den Ijssel,2024-02-01,08:20:48
politie,1 ongeval wegvervoer letsel brielselaan rotterdam icnum 60797,Politie naar Brielselaan in Rotterdam voor ongeval met letsel,2024-02-01,08:21:57
politie,prio 1 rozenboomlaan voorb ongeval wegvervoer letsel,Ongeval met letsel op Rozenboomlaan in Voorburg,2024-02-01,08:20:39
politie,prio 1 boshuizerkade leiden ongeval wegvervoer letsel,Ongeval met letsel op Boshuizerkade in Leiden,2024-02-01,08:19:44
politie,verzoek om contact op te nemen met arrestantenwacht apeldoorn,Geen beschrijving beschikbaar,2024-02-01,08:17:31
brandweer,p 1 ongeval gaslekkage binnen claes de vrieselaan rotterdam,Gaslek op Claes de Vrieselaan in Rotterdam,2024-02-01,08:34:58
brandweer,p 1 brt-03 ongeval gaslekkage binnen claes de vrieselaan rotterdam 179232 179192,Gaslek op Claes de Vrieselaan in Rotterdam,2024-02-01,08:34:58
brandweer,p 2 brt-01 ass. ambu afhijsen majoraandonk spijkenisse 173131 173151,Assistentie ambulance voor afhijsen patiënt op Majoraandonk in Spijkenisse,2024-02-01,08:29:56
brandweer,p 2 40605 letsel weerschijnvlinder breda,Ongeval met letsel op Weerschijnvlinder in Breda,2024-02-01,08:29:56
politie,graag contact politiemeldkamer gms492,Politie,2024-02-01,08:31:07
brandweer,p 2 graag contact mkb breestraat koog aan de zaan,Geen beschrijving beschikbaar,2024-02-01,08:47:46
brandweer,intrekken alarm brw oms brandmelding provinciehuis overijssel geb b luttenbergstraat zwolle,Automatisch brandalarm op Luttenbergstraat in Zwolle,2024-02-01,08:44:09
brandweer,p 1 ongeval wegvervoer letsel willem de zwijgerlaan amsterdam,Ongeval met letsel op Willem de Zwijgerlaan in Amsterdam,2024-02-01,08:42:56
brandweer,p 1 bon-03 oms brandmelding provinciehuis overijssel geb b luttenbergstraat zwolle 041631,Automatisch brandalarm op Luttenbergstraat in Zwolle,2024-02-01,08:42:49
brandweer,p 2 contact mkb kazernecoordinator kazerne middenbeemster klaas hogetoornlaan middenbeemster,Brandweer met gepaste spoed naar Klaas Hogetoornlaan in Middenbeemster,2024-02-01,08:41:13
brandweer,p 2 bob-01 stank/hind. lucht gaslucht buiten molenweg beek en donk 223541,Gaslucht op Molenweg in Beek En Donk,2024-02-01,08:40:29
brandweer,p 2 bnh-01 ongeval gaslekkage buiten rombout hogerbeetsstraat middenbeemster 115031,Gaslek op Rombout Hogerbeetsstraat in Middenbeemster,2024-02-01,08:39:09
brandweer,p 2 bnh-01 ongeval gaslekkage buiten rombout hogerbeetsstraat middenbeemster 110291 111031,Gaslek op Rombout Hogerbeetsstraat in Middenbeemster,2024-02-01,08:37:09
brandweer,p 2 bon-02 oms br beheerssyst. noviton prefab ootmarsumseweg harbrinkhoek 053131,Automatisch brandalarm op Ootmarsumseweg in Harbrinkhoek,2024-02-01,08:36:51
brandweer,p 1 bnn-01 ongeval gaslekkage buiten meting groen van prinstererlaan groningen 013593 011833,Gaslek op Groen van Prinstererlaan in Groningen,2024-02-01,08:36:51
politie,"2 dier in problemen a29 re 14,7 heinenoord icnum 60835",Politie naar A29 in Heinenoord,2024-02-01,08:38:37
politie,1 ongeval wegvervoer letsel van beethovenlaan maassluis icnum 60832,Politie naar Van Beethovenlaan in Maassluis voor ongeval met letsel,2024-02-01,08:37:52
trauma,a1 ambu 17992 brigantijnlaanzr 's-gravenhage sgravh bon 16667,Traumaheli met gepaste spoed naar Brigantijnlaan in Den Haag,2024-02-01,08:44:57
brandweer,p 2 br gerucht wc the wall hertogswetering utrecht 094431,Brandgerucht op Hertogswetering in Utrecht,2024-02-01,08:56:54
brandweer,p 1 ongeval wegvervoer letsel op de klucht uithoorn,Ongeval met letsel op Op de Klucht in Uithoorn,2024-02-01,08:49:44
politie,aanrijding letsel van laerstraat venlo,Geen beschrijving beschikbaar,2024-02-01,08:57:57
politie,aanrijding letsel kaldenkerkerweg venlo,Politie naar Kaldenkerkerweg in Venlo voor ongeval met letsel,2024-02-01,08:57:10
politie,prio 1 bentwoudlaan benthz ongeval wegvervoer letsel,Ongeval met letsel in Benthuizen,2024-02-01,08:56:40
politie,ongeval wegvervoer letsel waterlinie eindhoven,Politie naar Waterlinie in Eindhoven voor ongeval met letsel,2024-02-01,08:54:59
brandweer,p 2 brt-01 ass. ambu afhijsen rolklaver rotterdam 171031 170951,Assistentie ambulance voor afhijsen patiënt op Rolklaver in Rotterdam,2024-02-01,09:19:27
brandweer,p 1 bnn-03 ongeval gaslekkage buiten hellingstraat noordwolde fr 026793 026734,Gaslek op Hellingstraat in Noordwolde,2024-02-01,09:17:47
brandweer,p 1 bnn-02 ass. ambu afhijsen weg voor de jagerskampen haren gn 011851 011032,Assistentie ambulance voor afhijsen patiënt op Weg voor de Jagerskampen in Haren,2024-02-01,09:14:20
brandweer,p 1 bon-04 kleine br br woning schoorsteen zalkerdijk zwolle 041450 041631,Woningbrand op Zalkerdijk in Zwolle,2024-02-01,09:13:22
brandweer,"prio 2 a4 re 52,0 rijszh wegverkeer verkeersstremming soort stremming: pechgeval",Brandweer met gepaste spoed naar A4 in Rijswijk,2024-02-01,09:11:59
brandweer,p 1 bdh-01 oms brandmelding lvm stays laan van meerdervoort 's-gravenhage 157230,Geen beschrijving beschikbaar,2024-02-01,09:09:34
brandweer,p 1 ass. ambu sibeliusstraat nunspeet,Brandweer met spoed naar Sibeliusstraat in Nunspeet,2024-02-01,09:05:35
brandweer,p 2 bon-03 ass. ambu afhijsen sibeliusstraat nunspeet 061551 061641,Assistentie ambulance voor afhijsen patiënt op Sibeliusstraat in Nunspeet,2024-02-01,09:04:35
brandweer,p 1 40633 letsel toerit a1,Brandweer met spoed voor ongeval met letsel,2024-02-01,09:04:32
brandweer,"p 1 40633 letsel toerit a17 re - oudenbosch 22 17,3 b oud gastel",Ongeval met letsel op A17,2024-02-01,09:04:32
brandweer,p 1 40630 letsel burgemeester steelenburgplein tilburg,Ongeval met letsel in Tilburg,2024-02-01,09:01:56
brandweer,p 1 bzb-01 stank/hind. lucht gaslucht binnen caustraat zierikzee 192839,Gaslucht op Caustraat in Zierikzee,2024-02-01,09:00:31
brandweer,p 1 40630 letsel burgemeester stekelenburgplein tilburg,Ongeval met letsel op Burgemeester Stekelenburgplein in Tilburg,2024-02-01,09:00:20
politie,ongeval wegvervoer letsel opstalaa aarle-rixtel,Politie naar Opstal in Aarle-Rixtel voor ongeval met letsel,2024-02-01,09:16:15
politie,ongeval wegvervoer letsel opstal 5735ca aarle-rixtel,Geen beschrijving beschikbaar,2024-02-01,09:16:14
politie,aanrijding letsel twenteweg hardenberg 78577,Politie naar Twenteweg in Hardenberg voor ongeval met letsel,2024-02-01,09:14:00
politie,1 ongeval wegvervoer letsel laan van dada rotterdam icnum 60888,Politie naar Laan van Dada in Rotterdam voor ongeval met letsel,2024-02-01,09:13:21
politie,1 ongeval wegvervoer letsel laan van dada rotterdam icnum 60885,Politie naar Laan van Dada in Rotterdam voor ongeval met letsel,2024-02-01,09:09:11
politie,"7 re - oudenbosch 22 17,3 b oud gastel",Geen beschrijving beschikbaar,2024-02-01,09:04:33
politie,aanrijding letsel stadsring arnhemseweg amersfoort,Politie naar Stadsring in Amersfoort voor ongeval met letsel,2024-02-01,09:02:10
trauma,a1 dia: ja ambu 17992 laan van dadapr rotterdam rottdm bon 16684,Traumaheli naar Laan van Dada in Rotterdam,2024-02-01,09:13:21
brandweer,p 2 bdh-01 bodemverontreiniging haverkamp 's-gravenhage 159633 159591 159020,Brandweer met gepaste spoed naar Haverkamp in Den Haag,2024-02-01,09:32:14
brandweer,p 1 bnn-02 ass. ambu tco-b weg voor de jagerskampen 12 haren gn,Geen beschrijving beschikbaar,2024-02-01,09:31:37
brandweer,cot team brw groningen,Geen beschrijving beschikbaar,2024-02-01,09:31:35
brandweer,p 1 bzb-02 stank/hind. lucht gaslucht binnen ds.h.boersmastraat kloetinge 194931,Gaslucht op Ds.H.Boersmastraat in Kloetinge,2024-02-01,09:31:29
brandweer,"p 1 bad-01 br wegvervoer a1 re 4,8 diemen 134231 134131",Voertuigbrand op A1 in Diemen,2024-02-01,09:28:48
brandweer,p 2 uitval nutsvoorz. elektriciteit metaalweg roermond,Brandweer met gepaste spoed naar Metaalweg in Roermond,2024-02-01,09:28:31
brandweer,p 2 bon-02 hv overig gaslekkage buipax gerard douweg groesbeek 081131 089091,Geen beschrijving beschikbaar,2024-02-01,09:26:50
brandweer,p 2 bon-02 hv overig gaslekkage buiten gerard douweg groesbeek 081131 089091,Geen beschrijving beschikbaar,2024-02-01,09:26:50
brandweer,p 1 bon-01 hv weg letsel auto laan van malkenschoten kayersdijk apeldoorn 069291 063331,Ongeval met letsel op Laan van Malkenschoten in Apeldoorn,2024-02-01,09:24:33
brandweer,p 1 bon-01 hv weg letsel auto laan van hahkenschoten kayersdijk apeldoorn 069291 063331,Geen beschrijving beschikbaar,2024-02-01,09:24:33
politie,aanrijding letsel laan van malkenschoten kayersdijk apeldoorn 78612,Politie naar Laan van Malkenschoten in Apeldoorn voor ongeval met letsel,2024-02-01,09:30:48
politie,ongeval wegvervoer letsel n396 - valkenswaardseweg leende,Politie naar Valkenswaardseweg in Leende voor ongeval met letsel,2024-02-01,09:28:12
politie,aanrijding letsel laan van malkenschoten apeldoorn 78622,Politie naar Laan van Malkenschoten in Apeldoorn voor ongeval met letsel,2024-02-01,09:27:47
politie,aanrijding letsel laan van malkenschoten kayersdijk apeldoorn 78608,Politie naar Laan van Malkenschoten in Apeldoorn voor ongeval met letsel,2024-02-01,09:24:07
trauma,a1 dia 13991 noordsingel wezep 10499 regio 06,Traumaheli met spoed naar Noordsingel in Wezep,2024-02-01,09:27:37
brandweer,p 2 bzb-01 br container breda dc2 hekven breda 203132,Buitenbrand (container) op Hekven in Breda,2024-02-01,09:41:29
brandweer,p 2 bad-02 ass. ambu afhijsen straat van sicilie amstelveen 139252 135132,Assistentie ambulance voor afhijsen patiënt op Straat van Sicilië in Amstelveen,2024-02-01,09:40:55
brandweer,p 1 bon-05 br winkel doornebal interieurs dokter van noortstraat lienden 088231,Brandweer met spoed naar Dokter van Noortstraat in Lienden,2024-02-01,09:39:46
brandweer,p 1 br winkel doornebal interieurs dokter van noortstraat lienden,Brandweer met spoed naar Dokter van Noortstraat in Lienden,2024-02-01,09:36:44
brandweer,p 1 bon-05 br winkel doornebal interieurs dokter van noortstraat lienden,Brandweer met spoed naar Dokter van Noortstraat in Lienden,2024-02-01,09:36:35
brandweer,p 2 bon-05 br gerucht doornebal interieurs dokter van noortstraat lienden 087431,Brandgerucht op Dokter van Noortstraat in Lienden,2024-02-01,09:35:59
brandweer,p 1 bdh-02 persoon te water schielands hoge zeedijk gouda 163110 163152 169194 163631,Persoon te water op Schielands Hoge Zeedijk in Gouda,2024-02-01,09:35:11
brandweer,p 1 brt-03 oms handmelder de oranjehof immanuel kantstraat rotterdam 173361 173431,Automatisch brandalarm (handmelder) op Immanuel Kantstraat in Rotterdam,2024-02-01,09:33:46
politie,ongeval/wegvervoer/letsel prio 1 drachten de knobben,Ongeval met letsel op De Knobben in Drachten,2024-02-01,09:44:10
politie,ongeval/wegvervoer/voertuig te water prio 1 drachten de knobben,Voertuig te water op De Knobben in Drachten,2024-02-01,09:44:10
